Company Description,Company Name,Customer ID,Service Agreement Expiration,Website,Industry,Fax,Other Phones,Billing Street,Billing City,Billing State/Province,Billing Zip/Postal Code,Billing Country,Shipping Street,Shipping City,Shipping State/Province,Shipping Zip/Postal Code,Shipping Country
,Buena Connection Brewing,2967063,,,Brewery,,,,,,,,112 Wheat Road,Buena,NJ,08310,USA
,Canby Farmers Grain Company Dawson,2973491,9/23/2025 12:00 PM,,Grain,,Office (320-769-2638),,,,,,,,,,
,River Valley Cooperative DeWitt,2975364,,,Agronomy-Dry,,Office (563-659-8179),501 Lake Street,DeWitt,IA,52742,USA,501 Lake Street,DeWitt,IA,52742,USA
,"EPL Feed, LLC",2957217,,,Feed,,,,,,,,,,,,
,"Ricketts Farm Service, Inc.",2959561,,,Feed,,Office (660-388-6489),,,,,,"29394 Sterling AvePO Box 183",Salisbury,MO,65281,USA
,Nature Farm,1989477,12/20/2025 12:00 PM,,Feed,208-654-2733,Office (509-534-1743);Office (208-312-2737);Mill (208-312-2736),134 E Highway 81,Burley,ID,83318,USA,134 E Highway 81,Burley,ID,83318,USA
,DFS Oskaloosa,2942737,,,Feed,,,,,,,,,,,,
,Pembina Colony,2975829,,,Feed,,,,,,,,RR1 Box 133,Darlingford,MB,R0G 0L0,Canada
,Borderland Colony,2968516,,,Feed,,,,,,,,Box 117,Hilda,AB,T0J 1R0,Canada
,Growmark St Louis,2963596,,,Agronomy-Dry,,,4144 Koch Rd,St Louis,MO,63129,USA,4144 Koch Rd,St Louis,MO,63129,USA
,JBS United Frankfort,1989382,,,Feed,,Office (765-652-5167);Office (765-296-3964);Office (317-691-3508),3264 N. State Rd 39,Frankfort,IN,46041,USA,3264 N. State Rd 39,Frankfort,IN,46041,USA
,Simplot Bunkie,2975855,,,Agronomy-Liquid,,,,,,,,,,,,
,Thomas Livestock Company Inc. Broken Bow (Old Mill),1989620,11/3/2025 12:00 PM,,Feed,308-872-2200,Office (308-872-2020);Mill (308-643-2715),79696 Hwy #21,Broken Bow,NE,68822,USA,79696 Hwy #21,Broken Bow,NE,68822,USA
,Dutt And Wagner of NC,2941982,,,Feed,,,,,,,,417 Taylors Creek Road,Andrews,NC,28910,USA
,Pro Partners Milling LLC,2731740,8/12/2025 12:00 PM,,Feed,,,1300 South Highway 75,Pipestone ,MN,56164,USA,624 South Freeman Ave.,Luverne,MN,56156,USA
,Nevin Horning,2495433,,,Feed,,Mobile (660-216-0196),28182 State Route N,Arbela,MO,63432,USA,28182 State Route N,Arbela,MO,63432,USA
,Keystone Cooperative Mount Summit,2873741,10/19/2025 12:00 PM,,Agronomy-Dry,,,,,,,,INC3706 N State Road 3,New Castle,IN,47362,United States
,Cal Maine Foods Patterson,2878046,6/1/2026 12:00 PM,,Feed,,,"1052 Highland Colony Parkway, Suite 200",Ridgeland,MS,39157,USA,6733 US Highway 84,Patterson,GA,31557,USA
,Agriland FS Clarinda,2878593,8/30/2025 12:00 PM,,Feed,,Office (712-542-2146),421 N 10th Street,Winterset,IA,50273,USA,713 E Garfield Street,Clarinda,IA,51632,USA
,Agriland FS Harlan,2928236,2/26/2026 12:00 PM,,Agronomy-Dry And Liquid,,,421 N. 10th St,Winterset,IA,50273,USA,1212 Industrial Parkway,Harlan,IA,51537,USA
,Simplot Tulare,2936881,3/27/2026 12:00 PM,,Agronomy-Dry And Liquid,,,1099 W Front Street,Boise,ID,83702,USA,,Tulare,SD,57476,USA
,Yorktown Organic Feed Afton,1994178,11/12/2025 12:00 PM,,Feed,,Mill (815-438-2543),29990 IL Hwy 92,Tampico,IL,61283,USA,2445 Rea Road,Afton,IA,50830,USA
,Mayafert ,2218368,,,Agronomy-Dry,,,13 Calle 3 - 40 Zona 10,Guatemala City,Guatemala,,Guatemala,13 Calle 3 - 40 Zona 10,Guatemala City,Guatemala,,Guatemala
,Simplot Wendell,2976246,,,Agronomy-Dry And Liquid,,,,,,,,,,,,
,Elmendorf Colony,1989251,,,Feed,507-427-8945,Office (507-427-2340);Mill (507-822-0064),42668 600th Avenue,Mountain Lake,MN,56159,USA,42668 600th Avenue,Mountain Lake,MN,56159,USA
,Foster Farms ,2966786,,,Feed,,,,,,,,11673 Ehlen Road NE,Aurora,OR,97002,USA
,Atlanta Ag,2982574,3/28/2026 12:00 PM,,Agronomy-Liquid,,,2305 2050th Ave,Atlanta,IL,61723,USA,2305 2050th Ave,Atlanta,IL,61723,USA
,Springview Colony,2972823,,,Feed,,,,,,,,PO Box 314,Gem,Alberta,T0J 1M0,Canada
,Royal Dairy,2967506,,,Feed,,,,,,,,11792 Rd 12.5 SW,Royal City,WA,99357,USA
,Bellingham Farmers Elevator,2969188,,,Agronomy-Dry,,,300 Railroad Street,Bellingham,MN,56212,USA,300 Railroad Street,Bellingham,MN,56212,USA
,Seward Ag Supply,2966061,,,Agronomy-Dry,,,,,,,,,,,,
,SCIC Agriculture Martinique,2327755,,,Agronomy-Dry,,,,,,,,"Pointe des CarrieresB.P. 108997209 Fort De France Cedex",Martinique,F.W.I.,,France
,Simplot  Corporate,2957589,,,Agronomy-Dry And Liquid,,,,,,,,,,,,
,Brodersen Farms,2976876,,,Feed,,,55465 862 Road,Randolph,NE,68771,USA,55465 862 Road,Randolph,NE,68771,USA
,Midway Colony,1989459,10/2/2025 12:00 PM,,Feed,406-278-0107,Mill (406-750-4818);Office (406-590-2339),PO Box 582,Conrad,MT,59425,USA,6049 Healy Spring Road,Conrad,MT,59425,USA
,Pemberton Grain,1989517,12/13/2025 12:00 PM,,Grain,507-869-3119,Office (507-869-3335),101 N Main,Pemberton,MN,56078,USA,101 N Main,Pemberton,MN,56078,USA
,Growmark Cincinnati,2946278,,,Agronomy-Dry,,,,,,,,5125 River Road,Cincinnati,OH,45233,USA
,Crescent Feed,2839617,,,Feed,,Office (417-866-4364),1022 W Phelps Street,Springfield,MO,68502,USA,1022 W Phelps Street,Springfield,MO,68502,USA
,Gold Eagle Cooperative Leland Cattle Mill,1989263,10/3/2025 12:00 PM,,Feed,641-567-3380,Office (641-567-3341),609 B Street,Leland,IA,50453,USA,609 B Street,Leland,IA,50453,USA
,Form-A-Feed Inc. ,1989294,,,Feed,,Office (800-422-3649),740 Bowman Street,Stewart,MN,55385,USA,740 Bowman Street,Stewart,MN,55385,USA
,Honey Creek Feeds,2969519,,,Feed,,,22122 State Hwy BB,Kahoka,MO,63445,USA,22122 State Hwy BB,Kahoka,MO,63445,USA
,Haiti Broilers S.A.,1989318,,,Feed,,Mill (011-509-3702-5314);Office (011-509-876-3835112),47 Parc Industriel,"Sonapi, Por",HT,,Haiti,47 Parc Industriel,"Sonapi, Por",HT,,Haiti
,Central Farm Service St James,2010341,,,Feed,507-375-3343,Office (507-375-3355),PO Box 68,Truman ,MN,56088,USA,823 1st Avenue,St James,MN,56081,USA
,Forest River Colony,1989293,7/24/2026 12:00 PM,,Feed,701-865-4113,,4068 35th Ave NE,Fordville,ND,58231,USA,4068 35th Ave NE,Fordville,ND,58231,USA
,GVT Inc. ,1989300,2/24/2026 12:00 PM,,Feed,,Mill (218-863-5148),14314 County Hwy 28,Rothsay,MN,56579,USA,38960 US Hwy 59,Pelican Rapids,MN,56752,USA
,Granite Mills Inc. ,1989311,7/28/2025 12:00 PM,,Feed,,Office (204-348-7264);Mill (204-348-2354),MB 406,Elma,MB,R0E 0Z0,Canada,MB 406,Elma,MB,R0E 0Z0,Canada
,Mueller Feed LLC.,1989380,9/23/2025 12:00 PM,,Feed,217-745-1003,,746 East 1300 North Road,Sibley,IL,61773,USA,580 E 1400 North Road,Sibley,IL,61773,USA
,Keystone Mills Romulus,1989404,5/23/2026 12:00 PM,,Feed,315-549-8228,Office (315-549-8229);Office (315-549-8236);Office (315-549-8226);Office (315-549-8227),1975 Route 336,Romulus,NY,14541,USA,1975 Route 336,Romulus,NY,14541,USA
,Schwartz Finishing Leigh,1989441,8/3/2025 12:00 PM,,Feed,402-487-2212,Mill (402-487-2813);Office (402-487-8203);Office (402-487-2292);Office (402-487-2517),PO Box 306,Leigh,NE,68643,USA,156 N Main St,Leigh,NE,68643,USA
,New Elm Springs Colony,1989482,12/18/2025 12:00 PM,,Feed,605-928-3157,Office (605-928-3256);Mill (605-770-0645),41844 269th Street,Ethan,SD,57334,USA,41844 269th Street,Ethan,SD,57334,USA
,New Rockport Colony,1989483,1/12/2026 12:00 PM,,Feed,406-466-2406,Office (406-466-5928);Office (406-466-5926);Mill (406-466-5925);Office (406-466-2112),200 18th Road NW,Choteau,MT,59422,USA,200 18th Road NW,Choteau,MT,59422,USA
,Olathe Specialty Feeds,1989498,,,Feed,,Office (970-216-3522),8347 6400 Road,Montrose,CO,81401,USA,8347 6400 Road,Montrose,CO,81401,USA
,Taurus Natural Inc. ,1989618,,,Feed,403-653-4990,Office (403-653-4495);Office (403-653-4496),Box 298,Cardston,AB,T0K 0K0,Canada,Box 298,Cardston,AB,T0K 0K0,Canada
,Watje Feed Service Inc. ,1992646,5/5/2026 12:00 PM,,Feed,507-692-3333,Office (507-692-2267),281 Front Street,Clements,MN,56224,USA,281 Front Street,Clements,MN,56224,USA
,Porcherie Lac du Onze Ltee,2003023,11/23/2025 12:00 PM,,Feed,204-248-2703,Mill (204-723-8104);Office (204-248-2699),C.P. 40,Notre Dame de Lourdes,MB,R0G 1M0,Canada,C.P. 40,Notre Dame de Lourdes,MB,R0G 1M0,Canada
,Hora Fairview Farms,2010385,,,Feed,319-648-5819,Office (319-648-2029),2725 170th Street,Riverside ,IA,52327,USA,2725 170th Street,Riverside ,IA,52327,USA
,Wilmar,2106163,,,Agronomy-Dry,,,,,,,,"PT SENTANA ADIDATA PRATAMAGedung B & G Tower Lantai 9JL Putri Hijau No.10",Kesawan Medan Barat,,,Indonesia
,Burkholder Farms,2123385,,,Feed,,,,,,,,1440 Division Hwy,Ephrata,PA,17522,USA
,Sprucehill Colony,2275983,7/16/2025 12:00 PM,,Feed,,,,,,,,Box 130,Kenaston,SK,S0G 2N0,Canada
,De Groot,2354897,,,Feed,,,,,,,,3012 Grangeville Blvd,Hanford,CA,93230,USA
,Matthews Feed And Grain,2374976,,,Feed,,,,,,,,928 Massachusetts Ave,Matthews,IN,46957,USA
,Willow Creek Colony,2573155,1/28/2026 12:00 PM,,Feed,,Office (403-625-2978),,,,,,Box 1238,Claresholm,AB,T0L 0T0,Canada
,Cooperative Farmers Elevator Hawarden ,2847542,9/29/2025 12:00 PM,,Agronomy-Dry And Liquid,,Office (712-758-3636),"920 Main StreetPO Box 69",Ocheyden,IA,51354,USA,902 7th Street,Hawarden,IA,51023,USA
,Loe Farms,2188374,,,Feed,,Office (507-530-5529),3981 Hwy 23,Cottonwood,MN,56229,USA,3981 Hwy 23,Cottonwood,MN,56229,USA
,County Line Livestock LLC,1989164,8/23/2025 12:00 PM,,Feed,,Office (319-269-4152);Mill (319-269-4152),9607 Jubilee Road,La Porte City,IA,50651,USA,3110 Black Hawk Buchanan Ave,Brandon,IA,52210,USA
,Cenex Harvest States Corporate (CHS),1989177,,,Feed,,,,,,,,,,,,
,Gold Eagle Cooperative Leland Hog Mill,1989264,,,Feed,,Mill (641-567-3380);Office (641-567-3341),609 B Street,Leland,IA,50453,USA,609 B Street,Leland,IA,50453,USA
,Gracevale Colony,1989307,4/2/2026 12:00 PM,,Feed,605-256-0483,Mill (605-256-2267);Mobile (605-480-1694),23843 446th Avenue,Winfred,SD,57076,USA,23843 446th Avenue,Winfred,SD,57076,USA
,Kassik Milling,1989393,8/24/2025 12:00 PM,,Feed,,Office (402-629-4241);Mill (402-629-4242),PO Box 128,Milligan,NE,68046,USA,PO Box 128,Milligan,NE,68046,USA
,Willamette Egg Farms Moses Lake,1989474,12/23/2025 12:00 PM,,Feed,,Mill (503-651-6979);Office (503-651-6970),12406 Road 7 NE,Moses Lake,WA,98837,USA,12406 Road 7 NE,Moses Lake,WA,98837,USA
,New Vision Cooperative Worthington,1989484,,,Feed,507-376-6331,Office (507-376-4113);Mill (507-376-4113),"1301 Cty Rd 5PO Box 877",Worthington,MN,56187,USA,"1301 Cty Rd 5PO Box 877",Worthington,MN,56187,USA
,Reicks View Farms,1989549,7/1/2025 12:00 PM,,Feed,,Office (641-364-7843);Office (641-364-6021);Mill (641-364-7843),PO Box 150,Lawler,IA,52154,USA,1020 Pembroke Ave,Lawler,IA,52154,USA
,Seville Colony,1989582,2/1/2026 12:00 PM,,Feed,406-336-2450,Office (406-336-2430);Mill (406-336-2455),PO Box 1409,Cut Bank,MT,59427,USA,PO Box 1409,Cut Bank,MT,59427,USA
,Big Stone Colony Montana Old Mill,2008241,,,Feed,406-736-5805,Mill (406-736-5324);Office (406-736-5478);Office (406-736-5401),Route 1 Box 70,Sand Coulee,MT,59472,USA,Route 1 Box 70,Sand Coulee,MT,59472,USA
,AgState Nemaha ,1989222,1/14/2026 12:00 PM,,Feed,712-636-4450,Office (712-636-4458);Mill (712-272-4114),"PO Box 316167 West First Street",Newell,IA,50568,USA,210 Main St,Nemaha,IA,50567,USA
,Jordan Farms,1989388,8/31/2025 12:00 PM,,Feed,765-966-4966,Mill (765-914-0121);Office (765-993-7636),654 State Line Road,Eaton,OH,45320,USA,654 State Line Road,Eaton,OH,45320,USA
,Andy Shull,1989586,,,Feed,,Mill (618-562-6969);Office (618-793-2419),21635 N 1050th St,Hidalgo,IL,62432,USA,21635 N 1050th St,Hidalgo,IL,62432,USA
,Central Ontairo FS Grand Valley,2839227,12/16/2025 12:00 PM,,Feed,,,,,,,,152551 Dufferin County Rd 5,Grand Valley ,ON,L0N 1G0,Canada
,Yaggies Inc,2978528,,,Grain,,,,,,,,220 Mulberry Street #4536,Yankton,SD,57078,USA
,Passel Farms Emmetsburg,2981326,,,Feed,,,1901 E Main Street,Emmetsburg,IA ,50536,USA,1901 E Main Street,Emmetsburg,IA ,50536,USA
,Republic Mills Okolona,1989550,4/8/2026 12:00 PM,,Feed,419-758-3512,Office (419-758-3511),"888 School Street",Okolona,OH,43545,USA,"888 School Street",Okolona,OH,43545,USA
,Keystone Mills Bremen,2981327,,,Agronomy-Liquid,,,,,,,,,,,,
,Elbow Lake Coop Grain,2981328,,,Agronomy-Dry,,,PO Box 68,Elbow lake,MN,56531,USA,109 1st Street SE,Nashua,MN,56565,USA
,Macik Family Farms,2974763,,,Feed,,,44291 Kandi-Renville Line Road,Hector,MN,55342,USA,44291 Kandi-Renville Line Road,Hector,MN,55342,USA
,Lily Creek Farms CLOSED,1989430,,,Feed,,Office (507-728-8305);Mill (507-728-8497),1454 150th Street,Welcome,MN,56181,USA,1454 150th Street,Welcome,MN,56181,USA
,Deerfield Colony,1989210,1/1/2026 12:00 PM,,Feed,403-758-3184,Office (403-758-6461),Box 67,Magrath,AB,T0K 1J0,Canada,Box 67,Magrath,AB,T0K 1J0,Canada
,Grass Ranch Colony,2008271,12/15/2025 12:00 PM,,Feed,605-778-6778,Office (605-778-6149);Office (605-778-6776);Mill (605-778-6793),36570 258th Street,Kimball,SD,57355-7100,USA,36570 258th Street,Kimball,SD,57355-7100,USA
,SC Feeds LTD,2029590,9/26/2025 12:00 PM,,Feed,,Office (204-433-7853),Box 4,Tourond,MB,R0A 2G0,Canada,Box 4,Tourond,MB,R0A 2G0,Canada
,Valley Feed And Seed,2323532,6/10/2026 12:00 PM,,Feed,,Office (712-476-2723),,,,,,1007 28th Ave,Rock Valley,IA,51247,USA
,Horizon Resources,2839117,3/23/2026 12:00 PM,,Agronomy-Dry,,Mobile (701-570-4022),317 2nd Street,Williston,ND,58801,USA,317 2nd Street,Williston,ND,58801,USA
,Marlo Macik,2841071,,,Feed,,,,,,,,,,,,
,Nutrien Ag Solutions Beemer,2928868,4/10/2026 12:00 PM,,Agronomy-Liquid,,Office (402-528-3215),,,,,,630 Front Street,Beemer,NE,68716,USA
,Gengler Feed Service Sutherland,2978565,,,Feed,,,,,,,,106 Main Street,Sutherland ,IA,51058,USA
,Cargill Animal Nutrition,2978633,,,Feed,,,100 County Road 43,Big Lake ,MN,55309,USA,100 County Road 43,Big Lake ,MN,55309,USA
,Harold's Equipment,2969529,,,Other,,,2782 US 22,Washington Courthouse,OH,43160,USA,2782 US 22,Washington Courthouse,OH,43160,USA
,Sample Customer,1989040,,,Feed,,,,,,,,,,,,
,Buhls-Ridge View Farm Inc.,1989063,4/20/2026 12:00 PM,,Feed,,Office (507-247-3838);Mill (507-247-3836),2830 110th Street,Tyler,MN,56178,USA,2830 110th Street,Tyler,MN,56178,USA
,Bush Farms Inc. ,1989065,9/14/2026 12:00 PM,,Feed,,Office (270-842-9658),4534 Browning Road,Rockfield,KY,42274,USA,4534 Browning Road,Rockfield,KY,42274,USA
,Passel Farms Orangeburg,1989067,8/4/2025 12:00 PM,,Feed,803-534-0016,Mill (803-534-4905);Office (803-534-4908);Office (803-534-4906);Office (803-534-4905),PO Box 286,Orangeburg,SC,29115,USA,443 John C. Calhoun Drive,Orangeburg,SC,29115,USA
,Cashton Farm Supply Specialties New Mill (CFS),1989068,11/1/2025 12:00 PM,,Feed,608-654-5696,Office (800-822-6671);Mill (608-654-5123),300 State Hwy 27,Cashton,WI,54619,USA,300 State Hwy 27,Cashton,WI,54619,USA
,Camrose Colony Montana,1989073,11/1/2025 12:00 PM,,Feed,406-627-2141,Office (406-627-2490);Mill (406-627-2496),Box 18,Ledger,MT,59456,USA,Box 18,Ledger,MT,59456,USA
,Carroll Farms,1989078,3/6/2026 12:00 PM,,Feed,,Office (217-845-4161);Mill (217-845-3841),1277 North County Rd. 16,Carthage,IL,62321,USA,1277 North County Rd. 16,Carthage,IL,62321,USA
,CBL Farms,1989083,11/5/2025 12:00 PM,,Feed,,Office (319-521-7180);Mill (319-981-1592),2866 Troy Mills Blvd,Winthrop,IA,50682,USA,2866 Troy Mills Blvd,Winthrop,IA,50682,USA
,Cedar Ridge Farms,1989084,8/8/2025 12:00 PM,,Feed,,Office (618-473-2325),5535 Cedar Ridge Lane,Red Bud,IL,62278,USA,5535 Cedar Ridge Lane,Red Bud,IL,62278,USA
,Centra Sota Cooperative,1989085,1/20/2026 12:00 PM,,Feed,320-845-4087,Office (320-845-4086),805 Hwy 55 E,Buffalo,MN,55313,USA,1121 County Road 10; PO Box 780,Albany,MN,56307,USA
,Central Farm Service Truman (CFS),1989087,8/11/2025 12:00 PM,,Feed,507-776-2871,Mill (507-776-1244);Office (507-776-2831),"PO Box 68233 West Ciro Street",Truman,MN,56088,USA,233 West Ciro Street,Truman,MN,56088,USA
,Central Region Cooperative Gibbon,1989089,4/30/2026 12:00 PM,,Feed,,Office (507-834-6534),27865 Co. Rd 27,Sleepy Eye,MN,56085,USA,40 West Park Drive,Gibbon,MN,55335,USA
,Cenex Harvest States Tracy (CHS),1989146,,,Feed,,Office (507-629-3780),330 South Fourth Street,Tracy,MN,56175,USA,330 South Fourth Street,Tracy,MN,56175,USA
,Cenex Harvest States Luverne (CHS),1989147,1/1/2026 12:00 PM,,Feed,507-283-4157,Mill (507-449-2002);Office (507-283-4418),403 South Freeman Avenue,Luverne,MN,56156,USA,403 South Freeman Avenue,Luverne,MN,56156,USA
,Commodity Blenders West Salem,1989156,11/26/2025 12:00 PM,,Feed,419-846-3235,Mill (West Salem (Main): 419-846-8305);Office (419-846-3155);Mill (Jonesville: 517-797-4553),10510 Myers Road,West Salem,OH ,44287-9043,USA,10510 Myers Road,West Salem,OH ,44287-9043,USA
,DeBruyn Farms,1989209,2/20/2027 12:00 PM,,Feed,,Mill (519-808-1393),363870 McBeth Road,Salford,ON,NOJ 1WO,Canada,363870 McBeth Road,Salford,ON,NOJ 1WO,Canada
,Delta Colony,1989215,,,Feed,204-385-3154,Office (204-385-2411);Mill (204-871-0747),RR #1,Austin,MB,R0H 0C0,Canada,RR #1,Austin,MB,R0H 0C0,Canada
,Douglas Feed Mill,1989231,7/11/2025 12:00 PM,,Feed,605-724-2181,Office (605-724-2447),PO Box 178,Armour,SD,57313,USA,508 Main Avenue,Harrison,SD,57334,USA
,Eastland Feed And Grain,1989247,8/23/2025 12:00 PM,,Feed,815-864-2139,Mill (815-864-2723);Office (815-864-2152),210 N Stanton Road,Shannon ,IL,61708,USA,210 N Stanton Road,Shannon ,IL,61708,USA
,Egg Innovations,1989248,10/26/2025 12:00 PM,,Feed,,Office (574-267-7545);Mill (260-215-8020);Office (574-835-3299),578 North Jefferson,Cromwell,IN,46732,USA,578 North Jefferson,Cromwell,IN,46732,USA
,Fairhaven Colony,1989258,5/5/2026 12:00 PM,,Feed,406-866-3351,Office (406-866-3350);Mill (406-866-3350),PO Box 29,Ulm,MT,59485,USA,PO Box 29,Ulm,MT,59485,USA
,Herickhoff Family Farms LLC,1989330,,,Feed,,Office (320-493-7628),10917 145th Street,Villard,MN,56385,USA,10917 145th Street,Villard,MN,56385,USA
,Henk Schipper,1989331,2/4/2026 12:00 PM,,Feed,,Office (403-364-3111);Mill (403-854-1472),Box 244,Delia,AB,T0J 0W0,Canada,Box 244,Delia,AB,T0J 0W0,Canada
,Hillside Poultry Farm 1,1989345,2/4/2026 12:00 PM,,Feed,717-264-9898,Office (717-264-8787),1849 Letterkenny Road,Chambersburg,PA,17201,USA,1849 Letterkenny Road,Chambersburg,PA,17201,USA
,Ag Pack Sanford,1989347,2/1/2026 12:00 PM,,Feed,919-774-7957,Office (919-774-7364),115 McNeil Road,Sanford,NC,27330,USA,115 McNeil Road,Sanford,NC,27330,USA
,Mid South Milling,1989350,3/1/2026 12:00 PM,,Feed,479-782-8271,Mill (479-222-0313);Office (479-782-5705),710 Oakleaf Office Lane,Memphis,TN,38117,USA,1717 Ballman Road,Fort Smith,AR,72901,USA
,Hog Inc.,1989352,1/15/2026 12:00 PM,,Feed,,Office (217-368-2888),Box 8 Route 2,Greenfield,IL,62044,USA,248 N St Route 267,Greenfield,IL,62044,USA
,Hull Feed And Produce Inc. ,1989358,12/11/2025 12:00 PM,,Feed,,Office (712-439-1851);Office (712-439-3382),PO Box 815,Hull,IA,51239,USA,826 14th Street,Hull,IA,51239,USA
,J And H Milling Batcher #1,1989376,6/13/2026 12:00 PM,,Feed,,Office (402-986-1136);Mill (402-986-1136),242 3rd Road,Howells,NE,68641,USA,242 3rd Road,Howells,NE,68641,USA
,"JC Bushlack, LLP",1989379,5/3/2026 12:00 PM,,Feed,,Office (507-462-2422);Mill (507-327-5303),23776 600th Ave,Wells,MN,56097,USA,23776 600th Ave,Wells,MN,56097,USA
,United Animal Health Sheridan,1989383,,,Feed,,Office (765-296-3964),8895 East 750 North,Sheridan,IN,46069,USA,8895 East 750 North,Sheridan,IN,46069,USA
,"Johnson Pate Pork, Inc. ",1989387,2/10/2026 12:00 PM,,Feed,815-756-7272,Office (815-756-7042);Office (815-756-7042),15072 Crego Road,Dekalb,IL,60115,USA,15072 Crego Road,Dekalb,IL,60115,USA
,Keesecker Agri-Business,1989395,8/27/2025 12:00 PM,,Feed,,Office (785-325-3134 );Office (785-325-2510),2069 Prairie Road,Washington,KS,66968,USA,2069 Prairie Road,Washington,KS,66968,USA
,Kell Farms,1989397,2/16/2026 12:00 PM,,Feed,,Office (705-720-0486),5658 Young Street,Gilford,ON,L0L 1R0,Canada ,5658 Young Street,Gilford,ON,L0L 1R0,Canada 
,Keller Grain And Livestock,1989398,1/31/2026 12:00 PM,,Feed,618-455-3634,Office (618-455-3634),7031 N 1900 Street,Willow Hill,IL,62480,USA,7031 N 1900 Street,Willow Hill,IL,62480,USA
,Keystone Mills Ephrata,1989403,8/23/2025 12:00 PM,,Feed,717-738-4253,Mill (717-354-4616);Office (717-738-4251),309 Martindale Road,Ephrata,PA,17522,USA,309 Martindale Road,Ephrata,PA,17522,USA
,Klaphake Feed Mill Inc. ,1989406,12/23/2025 12:00 PM,,Feed,320-256-7304,Office (320-256-4273);Mill (320-256-4283),36177 County Road 186,Melrose,MN,56352,USA,36177 County Road 186,Melrose,MN,56352,USA
,Uthof Ag,1989415,,,Feed,,Office (402-632-1716),1716 Highway 20,Jackson,NE,68743,USA,1716 Highway 20,Jackson,NE,68743,USA
,Wenger Feeds Benton,1989416,,,Feed,570-925-5555,Office (570-925-6200),"Wenger Feeds, LLC101 West Harrisburg Ave",Rheems,PA,17570,USA,4064 Maple Grove Road,Benton,PA,17814,USA
,Lanehaven Farms,1989422,4/2/2026 12:00 PM,,Feed,319-296-2255,Office (319-296-9189);Office (319-296-2255);Mill (319-239-7462),7502 Hammond Ave,Waterloo,IA,62803,USA,7502 Hammond Ave,Waterloo,IA,62803,USA
,Leonard Pork,1989426,8/4/2026 12:00 PM,,Feed,,Office (507-931-9403);Mill (507-327-1928),41232 Fort Road,St Peter,MN,56082,USA,RR 1 Box 151,St Peter,MN,56082,USA
,Quality Liquid Feeds Clovis,1989546,2/1/2026 12:00 PM,,Feed,,Mobile (806-724-4423),1133 Enterprise Drive,Clovis,NM,88101,USA,1133 Enterprise Drive,Clovis,NM,88101,USA
,Reeves Feed And Grain,1989548,5/28/2026 12:00 PM,,Feed,,Mill (812-453-3313);Office (812-851-3025),96 North Walnut Street,Poseyville,IN,47633,USA,12407 Upper Griffin Road,Griffin,IN,47616,USA
,Rimrock Colony,1989552,12/12/2025 12:00 PM,,Feed,406-937-3040,Office (406-937-3045);Mill (406-937-4600),PO Box 159,Sunburst,MT,59482,USA,1214 Rim Road,Sunburst,MT,59482,USA
,Shannon Colony,1989585,9/19/2025 12:00 PM,,Feed,605-485-2288,Office (605-485-2244);Mill (605-770-5244),43952 - 235th Street,Winfred,SD,57076,USA,43952 - 235th Street,Winfred,SD,57076,USA
,Thompson Pearl Valley Egg,1989622,5/12/2026 12:00 PM,,Feed,815-443-2324,Office (815-443-2206);Office (815-242-7650),968 South Kent Road,Pearl City,IL,61062,USA,968 South Kent Road,Pearl City,IL,61062,USA
,Red Bridge Farms,2010443,5/29/2026 12:00 PM,,Feed,,Office (763-389-5837);Mill (612-868-6602 Scott cell),9530 325th Ave NW,Princeton,MN,55371,USA,9530 325th Ave NW,Princeton,MN,55371,USA
,Daybreak Foods Lake Mills,2054434,,,Feed,,Office (920-648-8302);Office (920-648-7017),W7299 County Road A,Lake Mills,WI,53551,USA,N5505 Crossman Road,Lake Mills,WI,53551,USA
,Parrish And Heimbecker,2055803,,,Agronomy-Dry,,Office (204-782-9625),,,,,,48020 Range Road,Viking,AB,T0B 4N0,Canada
,Kent Feeds,2080503,,,Feed,,,,,,,,2855 W Arrow,Marshall,MO,65940,USA
,Lord Hobo Brewing,2152125,,,Brewery,,,,,,,,5 Draper Street,Woburn,MA,01801,USA
,Heartland Cooperative Prairie City,2154682,9/1/2025 12:00 PM,,Feed,,Office (515-994-2651),,,,,,117 S. Main Street,Prairie City,IA,50228,USA
