Company Name,Customer ID,Address Description,City,Country,Line 1,Line 2,Line 3,State,Zip
"Willow Creek ","1994171","Shipping And Billing","Ashley","USA","305 E Roosevelt","","","MI","48806"
"Willow Creek Colony","2573155","Shipping","Claresholm","Canada","Box 1238","","","AB","T0L 0T0"
"Willow Mills Ltd","2889993","Shipping And Billing","Osler","Canada","39541 Range Road 3042","","","SK","S0K 3A0"
"Wilmar","2106163","Shipping","Kesawan Medan Barat","Indonesia","PT SENTANA ADIDATA PRATAMA","Gedung B & G Tower Lantai 9","JL Putri Hijau No.10","",""
"WIN Production LLC","2104948","Shipping","Griggsville","USA","46619 County Hwy 2","","","IL","62340"
"Windmill Farms USA Inc.  CLOSED","1994173","Shipping And Billing","Fairmont","USA","PO Box 1037","","","MN","56181"
"Winfield United Pacific Junction","2829688","Shipping","Pacific Junction","USA","60597 185th Street","","","IA","51561"
"Winnifred Colony","2912374","Shipping","Medicine Hat","Canada","Box 1177","","","AB","T1A 7H3"
"Wintering Hills Colony","1994174","Shipping And Billing","Hussar","Canada","Box 66","","","AB","T0J 1S0"
"Wisco Feeds","2975408","Shipping","Abbotsford","USA","114 South 1st Street","","","WI","54405"
"Wisco Feeds","2975408","Billing","Abbotsford","USA","PO Box 128","","","WI","54405"
"Wolf Creek Colony","2223020","Shipping","Stirling","Canada","Box 266","","","AB","T0K 2E0"
"Wolf L And G Farms","1994176","Shipping And Billing","Lancaster","USA","5590 Substation Road","","","WI","53813-9614"
"Woody's Performance Horse Feeds","1994177","Billing","Dickinson","USA","PO Box 1934","","","ND","58601"
"Woody's Performance Horse Feeds","1994177","Shipping","Dickinson","USA","28 S 7th Avenue West","","","ND","58601"
"Worden Farms","2955302","Shipping","Litchfield","USA","30364 Hwy 22","","","MN",""
"Wortman Farms","2010466","Shipping And Billing","Creighton","USA","86930 532nd Avenue","","","NE","68729"
"Wreden Ranch","2341222","Shipping","Hanford","USA","8749 Lansing Ave","","","CA","93230"
"Wreden Ranch","2341222","Billing","Merced","USA","1130 Stuart Drive","","","CA","95341"
"Wykville Farms Limited","2957451","Shipping","Goderich","Canada","79403 Orchard Line","","","Ontario","N7A 3X8"
"Wykville Farms Limited","2957451","Billing","Clinton","Canada","78509 Tipperary Line","","","Ontario","N0M 1G0"
"Yaggies Inc","2978528","Shipping","Yankton","USA","220 Mulberry Street #4536","","","SD","57078"
"Yara","2249871","Shipping","Tampa","USA","100 North Tampa St Ste 3200","","","FL","33602"
"Yara Morehead City","2472804","Shipping","Morehead City","","","","","NC",""
"Yara Morehead City","2472804","Billing","Baltimore","USA","1701 South Highland Ave","","","MD","21224"
"Yorktown Organic Feed Afton","1994178","Shipping","Afton","USA","2445 Rea Road","","","IA","50830"
"Yorktown Organic Feed Afton","1994178","Billing","Tampico","USA","29990 IL Hwy 92","","","IL","61283"
"Yorktown Organic Feed Tampico","1994179","Shipping And Billing","Tampico","USA","29990 Illinois Hwy 92","","","IL","61283"
"Yorktown Organics Corporate","2958076","Billing","Tampico","USA","29990 Illinois Hwy 92","","","IL","61283"
"Zimmerman Brothers Feed And Grain","2010470","Shipping And Billing","Forrest","USA","RR2 Box 8","29698 E 825 N Road","","IL","61741"
